Year,Province,"Average age, both sexes","Average age, men","Average age, women",Citizens of foreign countries,Demographic dependency ratio,Economic dependency ratio,Finnish speakers,Foreign-language speakers,"Land area, km²",Persons born abroad,Persons with foreign background,Population 31 Dec,Sami speakers,"Share of persons aged 15 to 64, %","Share of persons aged 65 or over, %","Share of persons aged under 15, %",Swedish speakers
2018,Southern Finland,41.431248275360524,40.04607452711997,42.76653608835519,151808.0,68.21000000000001,139.555,1584648.0,239149.0,17835.899999999998,219133.0,242998.0,1938811.0,137.0,65.12528425927025,18.704958863963533,16.1846171700078,114877.0
2018,Western Finland,43.6144568089863,42.19023078092432,44.99533598545456,78435.0,76.31219512195122,149.2408536585366,2066105.0,114042.0,85677.69,122483.0,119539.0,2328702.0,126.0,60.81662741733378,23.411864892974712,15.777423603363587,148429.0
2019,Eastern Finland,46.149919310966766,44.802262213800375,47.47708760054182,12139.0,83.92325581395349,185.58837209302325,528548.0,18617.0,48412.43,19161.0,18998.0,547782.0,15.0,59.10295792851901,27.04068278986896,13.861137094683652,602.0
2019,Northern Finland,42.533313905996856,41.40815933033066,43.66997087409425,14253.0,80.5542372881356,173.17627118644066,639762.0,19480.0,149700.57,25339.0,20403.0,662297.0,1716.0,60.37045147418756,22.126002684596184,17.49741052730119,1339.0
2019,Southern Finland,41.60964734993107,40.22704377093351,42.93712122685098,159234.0,69.2,140.2425,1585964.0,253799.0,17835.19,230939.0,257650.0,1954402.0,141.0,65.02994834225507,18.99258049265197,15.976116837784652,114498.0
2019,Western Finland,43.879747285343825,42.473194978197654,45.25593528318121,80686.0,77.91524390243903,151.31036585365854,2059157.0,119049.0,85679.57,126584.0,124513.0,2326814.0,131.0,60.566188788618256,23.910059291374388,15.537699446539346,148477.0
2020,Eastern Finland,46.4364746631797,45.12765213845996,47.729837246374686,12393.0,86.16976744186047,191.13023255813954,524660.0,19205.0,48412.590000000004,19697.0,19585.0,544504.0,14.0,58.6274896052187,27.73903644417672,13.649921212699999,625.0
2020,Northern Finland,42.77220214480207,41.67981572401794,43.877622897219545,14745.0,82.11864406779661,178.02203389830507,638821.0,20245.0,149699.4,25986.0,21174.0,662159.0,1724.0,60.09647426071381,22.700281503385142,17.20125000188776,1369.0
2020,Southern Finland,41.795273917072926,40.44423601812423,43.1393516560528,166808.0,69.9475,148.45499999999998,1583207.0,267228.0,17835.84,241664.0,271191.0,1964883.0,138.0,64.89026115040946,19.271041787220916,15.819437340543942,114310.0
2020,Western Finland,44.126934958989935,42.725220898574996,45.49574304512546,83651.0,79.28780487804879,157.93109756097562,2055094.0,124433.0,85682.43000000001,131231.0,130112.0,2328331.0,131.0,60.36501025842116,24.326009489200633,15.306243012698797,148673.0
2021,Eastern Finland,46.657866829121055,45.32908258670574,47.9225155153755,13207.0,88.61162790697675,183.66744186046512,522302.0,20374.0,48414.62,20761.0,20739.0,543332.0,11.0,58.228231909771566,28.311966348383677,13.42436318862132,645.0
2021,Northern Finland,42.98191985552165,41.855621902097226,44.08062476633824,16135.0,83.50338983050847,168.84406779661015,638405.0,21850.0,149705.62,27527.0,22772.0,663352.0,1728.0,59.94330641951784,23.158664479793533,16.929087874914075,1369.0
2021,Southern Finland,42.00402946188262,40.617890573767376,43.31895080655574,177173.0,70.56,141.355,1577799.0,282684.0,17835.88,254318.0,287008.0,1974755.0,148.0,64.79045785426547,19.561446761750194,15.651598350175085,114124.0
2021,Western Finland,44.309740576490974,42.91100113076108,45.666878002110636,88546.0,80.59451219512195,151.14451219512196,2052492.0,131322.0,85686.74,137423.0,137053.0,2332942.0,135.0,60.22812110202483,24.6965849129554,15.087050899679461,148993.0
2022,Eastern Finland,46.82571188133463,45.520647148035806,48.10431752607827,14677.0,91.14883720930233,181.6627906976744,517799.0,22191.0,48416.17,22592.0,22624.0,540680.0,12.0,57.96520733150846,28.78338185248206,13.241999334171782,678.0
2022,Northern Finland,43.16554485946483,42.07192012177553,44.260851402787026,17797.0,84.97457627118644,167.14915254237286,635798.0,23956.0,149711.63,29487.0,24838.0,662859.0,1734.0,59.880002081890716,23.54853943297142,16.574970695125206,1371.0
2022,Southern Finland,42.100667397446365,40.76399846676928,43.41935306907375,193378.0,71.19500000000001,138.6175,1570850.0,305979.0,17839.14,275112.0,310673.0,1990568.0,147.0,64.87655684206719,19.66056236209966,15.437600071939267,113592.0
2022,Western Finland,44.45728982523424,43.084712297808046,45.799697552080886,96414.0,81.54939024390244,148.60548780487804,2045303.0,142020.0,85690.4,147354.0,147947.0,2336270.0,141.0,60.278193701926575,24.89966292423393,14.818410372088843,148806.0
2023,Eastern Finland,46.99006837211453,45.68363047601426,48.257683674885506,18830.0,92.97209302325582,185.37906976744188,513017.0,26730.0,48417.880000000005,27056.0,27182.0,540425.0,13.0,57.80040930748948,29.143298515057594,13.063869362076142,665.0
2023,Northern Finland,43.35010812331927,42.27263163280509,44.434725869388245,21915.0,85.94915254237289,170.3406779661017,632800.0,28591.0,149721.61,34023.0,29518.0,664519.0,1748.0,59.97926379832631,23.809984515115445,16.207553132416077,1380.0
2023,Southern Finland,42.2273685265169,40.888273033527305,43.50683154212886,215386.0,71.3925,141.5925,1566160.0,336836.0,17840.68,303146.0,341944.0,2016148.0,151.0,65.06157995345579,19.722638516616836,15.210124008753324,113001.0
2023,Western Finland,44.55908275758442,43.184444839840985,45.88975259858533,115273.0,82.16341463414633,151.4719512195122,2036423.0,164116.0,85696.54,168739.0,170354.0,2349259.0,138.0,60.46086131839869,24.960942492930748,14.56387775890185,148582.0
2024,Eastern Finland,47.166380704891154,45.858775602370606,48.43347363043744,22999.0,94.94186046511628,,508317.0,31292.0,48793.04,31509.0,31783.0,540282.0,12.0,57.658103916103066,29.531193895039998,12.811280960683495,661.0
2024,Northern Finland,43.60750887263013,42.51286452318177,44.69451395152389,24541.0,87.01694915254237,,629198.0,31758.0,149726.9,37018.0,32681.0,664121.0,1783.0,60.0291918189607,24.212921139370685,15.755841480694032,1382.0
2024,Southern Finland,42.3510009132447,41.03462983655324,43.657046043530514,231495.0,71.63,,1562969.0,361986.0,17843.29,325304.0,367630.0,2037789.0,147.0,65.15148226828194,19.86781074978813,14.974799598977127,112687.0
2024,Western Finland,44.70831477467165,43.35448947335199,46.05363123497956,130443.0,82.7109756097561,,2028959.0,183016.0,85702.45,186759.0,189501.0,2360533.0,134.0,60.583970145725566,25.162819159910075,14.255733217879184,148424.0
