Year,Region,"Average age, both sexes","Average age, men","Average age, women",Citizens of foreign countries,Demographic dependency ratio,Economic dependency ratio,Finnish speakers,Foreign-language speakers,"Land area, km²",Persons born abroad,Persons with foreign background,Population 31 Dec,Sami speakers,"Share of persons aged 15 to 64, %","Share of persons aged 65 or over, %","Share of persons aged under 15, %",Swedish speakers
1991,Kymenlaakso,39.36821899721987,37.31990532518972,41.36887699788537,922.0,53.666666666666664,146.41666666666666,183531.0,976.0,4518.42,1800.0,1339.0,186322.0,2.0,67.32214714311783,15.351632657442492,17.33837013342493,1813.0
1991,Lapland,36.08053478269493,34.976892369031795,37.22713536191061,968.0,49.976190476190474,168.85238095238097,199139.0,601.0,93056.61,4315.0,1364.0,201652.0,1624.0,67.34206107551624,11.518315712217088,21.161690436990458,288.0
1991,North Karelia,38.230262660981786,36.41886791420142,39.9842562135003,718.0,55.7,174.33846153846156,181893.0,688.0,18828.91,1458.0,992.0,182707.0,4.0,65.67812180157301,14.768706727164258,19.511470277548206,122.0
1991,North Ostrobothnia,34.75192833419941,33.325140078172666,36.152546824518204,1393.0,60.45,178.43333333333334,352514.0,1105.0,36848.0,5059.0,1759.0,354088.0,29.0,65.12371246695739,11.275140360588331,23.585451921556224,440.0
1991,North Savo,37.94756633425927,36.05200703656231,39.72216216419398,949.0,56.29473684210526,174.10526315789474,264858.0,917.0,17385.62,1979.0,1223.0,266039.0,2.0,66.169162040152,14.360019395652516,19.46832757603208,262.0
1991,Ostrobothnia,38.21441456051495,36.28455627354607,40.04051857488585,1675.0,61.62307692307692,146.7846153846154,73054.0,807.0,6545.85,3870.0,1673.0,160324.0,5.0,64.11371098525485,15.905566852124446,20.035547391532152,86458.0
1991,Pirkanmaa,38.72925754698872,36.539275563089895,40.75152859333335,2068.0,54.77391304347826,153.24347826086955,428714.0,2112.0,13007.49,4831.0,2933.0,432391.0,11.0,67.04167454919275,14.891713518551494,18.031834381381664,1554.0
1991,Päijät-Häme,38.336148492556404,36.305633885016995,40.23340450263358,1231.0,52.75,145.05,203917.0,1155.0,5720.65,2524.0,1593.0,205613.0,6.0,67.71073424345737,14.038843361071526,18.250422395471105,535.0
1991,Satakunta,38.688251712236315,36.72981471713316,40.535664355995635,911.0,54.46875,150.58125,239154.0,789.0,7790.22,2294.0,1279.0,240767.0,1.0,66.71174371903126,14.778817695116025,18.49652693267765,823.0
1991,South Karelia,39.419486264716376,37.40778737067427,41.35901177310025,702.0,53.78888888888889,149.17777777777778,139200.0,756.0,5391.889999999999,1419.0,1052.0,140150.0,0.0,67.16746414555833,15.32744844809133,17.528796289689616,194.0
1991,South Ostrobothnia,38.011232806682486,36.05398122962363,39.90331085903891,608.0,60.21666666666667,166.77777777777777,206449.0,397.0,13811.81,2117.0,850.0,207348.0,2.0,63.7189835445724,15.725154329918785,20.566005941701874,500.0
1991,South Savo,39.340216978938486,37.32149413190068,41.25317636116652,739.0,55.49090909090909,164.78181818181818,162593.0,670.0,12418.08,1305.0,940.0,163426.0,1.0,66.18163694883312,15.783642749623683,18.03679463488062,162.0
1991,Southwest Finland,38.863580220901866,36.84445942719087,40.73795176492071,3018.0,55.75555555555556,131.65185185185186,397808.0,2776.0,10624.24,6290.0,4166.0,427158.0,1.0,66.60334138655953,15.357159177634504,18.0942651196981,26573.0
1991,Uusimaa,36.57950887361909,34.702015825803,38.21658732443224,17919.0,48.676,115.85600000000001,1081093.0,19002.0,7968.2,28978.0,23285.0,1219401.0,36.0,70.2432747717937,11.149404010657694,18.60104083890369,119270.0
1991,Åland,38.786634201312026,37.10730872942407,40.39524691109591,904.0,62.19375,113.6625,1144.0,250.0,1526.5,1607.0,996.0,24847.0,0.0,65.3557210125971,16.466434579627318,18.175707328852578,23453.0
1992,Central Finland,37.73254203221338,36.002584985973094,39.43269956813429,1494.0,56.98181818181818,197.0909090909091,256020.0,1352.0,16346.34,3323.0,1789.0,257719.0,1.0,66.25539288915446,14.027533864402704,19.70772469239753,346.0
1992,Central Ostrobothnia,35.99529083861977,34.4404749807656,37.47261166838445,307.0,62.9875,185.8875,61513.0,214.0,5058.14,1060.0,377.0,68887.0,0.0,64.72747397912524,12.809077184374411,22.466982159188237,7160.0
1992,Kainuu,37.15034235409195,35.86573415933051,38.43900989022932,266.0,53.0,216.9,91715.0,245.0,20247.82,741.0,370.0,92010.0,5.0,66.86548418650148,12.810335833061623,20.288443647429627,45.0
1992,Kanta-Häme,38.975313178756785,36.806992449638905,41.00595632837074,1015.0,53.99090909090909,153.9090909090909,162862.0,994.0,5203.7300000000005,1888.0,1318.0,164363.0,3.0,65.74499917864726,15.82195932174516,18.43916027329752,504.0
1992,Kymenlaakso,39.54800409910828,37.52391915528323,41.500816602461605,1156.0,54.11666666666667,161.54999999999998,183362.0,1208.0,4518.42,2002.0,1554.0,186382.0,2.0,67.21382590593511,15.580862422336923,17.256216265519203,1810.0
1992,Lapland,36.32194158067113,35.18489426131115,37.450510539289546,1197.0,50.338095238095235,196.5952380952381,199708.0,809.0,93056.61,4539.0,1550.0,202433.0,1621.0,67.24155695958663,11.761745367603108,21.028673190635917,295.0
1992,North Karelia,38.36358250842201,36.588348957963646,40.12384371365704,942.0,56.099999999999994,197.1076923076923,182120.0,901.0,18828.91,1667.0,1214.0,183151.0,4.0,65.62031875337837,14.91283694874721,19.441795567591768,126.0
1992,North Ostrobothnia,34.91503254245643,33.50322988080836,36.25298539230184,1705.0,60.47,200.12666666666667,355191.0,1407.0,36848.0,5374.0,2052.0,357072.0,27.0,65.14961492360085,11.39387686517005,23.455039039745486,447.0
1992,North Savo,38.10280828770896,36.25829464161917,39.90970009705718,1201.0,56.91052631578947,197.2473684210526,265393.0,1185.0,17385.62,2262.0,1484.0,266853.0,4.0,66.01500339138028,14.61295507264299,19.371407853762186,271.0
1992,Ostrobothnia,38.35500456569948,36.42625618854165,40.16404899896262,1969.0,61.62307692307692,161.89999999999998,73428.0,1074.0,6545.85,4111.0,1942.0,160983.0,5.0,64.08322742152897,15.987727896734441,19.92158116074368,86476.0
1992,Pirkanmaa,38.830256458695224,36.657849267162135,40.807906170950965,2518.0,55.12173913043478,171.48695652173913,429995.0,2511.0,13007.49,5267.0,3351.0,434066.0,10.0,66.91463901802952,15.01224698548147,18.06653135698258,1550.0
1992,Päijät-Häme,38.51532456442528,36.42523640633263,40.4021270505126,1475.0,53.69,164.36,204156.0,1394.0,5720.65,2754.0,1838.0,206107.0,7.0,67.49023371355655,14.22021959467655,18.280668778838177,550.0
1992,Satakunta,38.88640755325159,36.92509553716811,40.7077227262154,1116.0,54.6875,172.675,238952.0,968.0,7790.22,2480.0,1478.0,240744.0,1.0,66.58655085900375,15.068284567839695,18.360820622736185,823.0
1992,South Karelia,39.62677492906002,37.59304823918747,41.55421744444524,838.0,54.5,167.73333333333332,138830.0,899.0,5391.889999999999,1556.0,1185.0,139907.0,0.0,66.92543832688857,15.630464522861615,17.46761348610148,178.0
1992,South Ostrobothnia,38.13780458453273,36.234410470679975,40.02026648438929,718.0,60.68333333333333,185.66111111111113,206740.0,503.0,13811.81,2220.0,941.0,207742.0,2.0,63.735464181532855,15.874821172415784,20.37618680863764,497.0
1992,South Savo,39.52905267793252,37.531708286698105,41.45242778419968,893.0,56.17272727272727,184.22727272727272,162505.0,830.0,12418.08,1459.0,1101.0,163503.0,1.0,66.01722904166895,16.04855017950741,17.90201341871403,167.0
1992,Southwest Finland,38.998613313311445,36.977171317713776,40.85344584763469,3859.0,55.86666666666667,149.0222222222222,398841.0,3579.0,10624.24,7117.0,4982.0,428864.0,1.0,66.51811763169677,15.50475045702134,17.981725442098195,26443.0
1992,Uusimaa,36.67157707540652,34.82158664434994,38.296778671960396,22152.0,48.88399999999999,133.24,1091004.0,23198.0,7968.2,33193.0,27592.0,1233156.0,35.0,70.14554679213336,11.143999785915165,18.69904797122181,118919.0
1992,Åland,38.83732645140639,37.206497819389426,40.39147761373185,941.0,63.79375,121.0875,1139.0,292.0,1526.5,1674.0,1056.0,24993.0,0.0,65.21063497779377,16.38945704797343,18.4246709078542,23562.0
1993,Central Finland,37.927528483277555,36.15233340425944,39.62723717043543,1735.0,57.36818181818182,221.47727272727272,256549.0,1596.0,16346.31,3591.0,2030.0,258485.0,1.0,66.16935915043426,14.222800549354893,19.599061454243,339.0
1993,Central Ostrobothnia,36.17375892663925,34.621529250522975,37.66708793190507,392.0,62.800000000000004,204.2625,61882.0,282.0,5058.139999999999,1127.0,444.0,69315.0,1.0,64.69983841881267,13.064834451417441,22.23036716439443,7150.0
1993,Kainuu,37.432313658844805,36.13800793080158,38.73018497941042,334.0,54.050000000000004,235.0625,91415.0,321.0,20247.82,797.0,451.0,91794.0,7.0,66.63844695731747,13.288866374708588,20.086092772948124,51.0
1993,Kanta-Häme,39.18046878319081,37.04307173159675,41.14656211498662,1270.0,54.59090909090909,173.83636363636364,163027.0,1236.0,5203.78,2139.0,1582.0,164767.0,2.0,65.56138304393477,16.042648103078893,18.428177972530907,502.0
1993,Kymenlaakso,39.74094563943802,37.726829845098734,41.65875068528492,1334.0,54.449999999999996,176.15,182887.0,1404.0,4518.42,2170.0,1738.0,186054.0,3.0,66.9243278833027,15.839638492050696,17.182136369011147,1760.0
1993,Lapland,36.53147046501885,35.452732201384954,37.63065132211243,1396.0,50.41428571428572,219.87619047619046,199963.0,1013.0,93056.61,4706.0,1729.0,202895.0,1620.0,67.1203050839104,12.059540649104216,20.837483427388552,299.0
1993,North Karelia,38.511077891681616,36.75127037039058,40.2424347901993,1191.0,56.676923076923075,215.06153846153848,182009.0,1150.0,18828.91,1894.0,1455.0,183293.0,4.0,65.48879608059228,15.128022892309037,19.39611114445178,130.0
1993,North Ostrobothnia,35.05715446272323,33.72381723436635,36.41350321200335,1984.0,60.86333333333334,217.48999999999998,357271.0,1695.0,36848.0,5630.0,2332.0,359433.0,31.0,65.14934800087914,11.603147735461128,23.25387707862105,436.0
1993,North Savo,38.29898859737185,36.50654714634621,40.03562647027975,1478.0,57.26315789473684,218.22105263157894,265212.0,1461.0,17385.08,2535.0,1768.0,266956.0,4.0,65.90012099372181,14.822879800416548,19.27494418555867,279.0
1993,Ostrobothnia,38.48755068384441,36.55870336156335,40.301813458653136,2192.0,61.23076923076923,176.33076923076925,73615.0,1326.0,6545.85,4304.0,2153.0,161294.0,4.0,64.10518928168437,16.10005455875606,19.761487718080026,86349.0
1993,Pirkanmaa,38.975821555844696,36.85758406017592,40.92651168340642,3138.0,55.47391304347826,190.89565217391305,431122.0,3109.0,13007.36,5859.0,3971.0,435789.0,11.0,66.74965201049132,15.188308791639992,18.093765331387438,1547.0
1993,Päijät-Häme,38.719060965024994,36.642178021946044,40.57176009658978,1758.0,54.239999999999995,185.13,204029.0,1656.0,5720.72,3021.0,2107.0,206233.0,8.0,67.36704698084205,14.442429679052335,18.264973597823822,540.0
1993,Satakunta,39.117269321758364,37.24503594310636,40.904082421762936,1208.0,54.63125,187.43125,238658.0,1047.0,7790.22,2552.0,1561.0,240519.0,1.0,66.55508878716442,15.33624911129682,18.118876679181273,813.0
1993,South Karelia,39.79582213815389,37.838043548352424,41.74603672735349,953.0,54.922222222222224,186.77777777777777,138386.0,992.0,5391.889999999999,1644.0,1285.0,139569.0,1.0,66.7686663943999,15.86124569209495,17.37574676324972,190.0
1993,South Ostrobothnia,38.2970360142787,36.393164214719384,40.13860926961157,793.0,61.12777777777777,207.06666666666666,206770.0,572.0,13811.81,2283.0,1012.0,207862.0,2.0,63.559237378645456,16.130967661236784,20.295275230681895,518.0
1993,South Savo,39.74236805002145,37.77251333292467,41.60837981977564,1078.0,56.67272727272727,205.72727272727272,161939.0,1011.0,12418.69,1654.0,1290.0,163130.0,1.0,65.88179182247286,16.268428860418073,17.84537117636241,179.0
1993,Southwest Finland,39.108500286936376,37.07517919002623,40.95313411197257,4582.0,55.7925925925926,166.3962962962963,399740.0,4305.0,10624.3,7835.0,5711.0,430409.0,1.0,66.4430344161019,15.612759026879084,17.943911953513986,26363.0
1993,Uusimaa,36.741563664751695,34.90550209179895,38.34740660968434,27261.0,49.24,149.792,1102230.0,28318.0,7968.16,38251.0,32828.0,1248925.0,35.0,70.02055335588605,11.180194327121324,18.839392037151953,118342.0
1993,Åland,38.937642418930764,37.33589355429846,40.50611505059358,893.0,63.79375,125.7625,1161.0,282.0,1526.5,1647.0,1029.0,25102.0,1.0,65.08191777547606,16.321659628714844,18.552067564337502,23658.0
1994,Central Finland,38.113314982728845,36.39896064643474,39.75395116271898,1926.0,58.24545454545455,212.15454545454543,257299.0,1757.0,16346.28,3738.0,2200.0,259392.0,2.0,66.06200152664692,14.486908231556871,19.494788968048358,334.0
1994,Central Ostrobothnia,36.416503655191235,34.901454895371046,37.927953236531806,443.0,62.1,196.1,62158.0,334.0,5058.139999999999,1166.0,494.0,69627.0,1.0,64.7157568184756,13.281073434156289,22.004768265184484,7134.0
1994,Kainuu,37.780719211822664,36.5176048166393,39.07816091954024,359.0,55.2125,226.725,90956.0,336.0,20247.82,809.0,465.0,91350.0,7.0,66.39162561576354,13.808356869184454,19.799566502463055,51.0
1994,Kanta-Häme,39.3660226604509,37.284187394290626,41.32753808568294,1392.0,55.22727272727273,166.89090909090908,163106.0,1343.0,5203.78,2206.0,1681.0,164957.0,2.0,65.26812866383361,16.26617603375425,18.46250598640858,506.0
1994,Kymenlaakso,39.99853393147923,38.008148839115286,41.86382924804003,1412.0,55.06666666666667,173.0666666666667,182249.0,1482.0,4518.42,2244.0,1813.0,185462.0,3.0,66.62582847160066,16.19866010287822,17.17329641651659,1728.0
1994,Lapland,36.85517854936364,35.75546373409119,37.9647053008773,1511.0,51.26190476190476,220.87142857142857,199303.0,1124.0,93056.61,4757.0,1835.0,202325.0,1598.0,66.87027208698876,12.497013715556655,20.632881255405906,300.0
1994,North Karelia,38.752724024519495,37.021913482446266,40.460628394103956,1282.0,57.34615384615385,214.58461538461538,181682.0,1218.0,18828.91,1950.0,1532.0,183038.0,3.0,65.26625236289732,15.410776997126279,19.322970639976397,135.0
1994,North Ostrobothnia,35.2868929180569,33.91500203178428,36.63798994335884,2134.0,61.21666666666667,210.18666666666667,359449.0,1843.0,36847.97,5774.0,2451.0,361751.0,32.0,65.14692454201924,11.83128367302371,23.0117578113122,427.0
1994,North Savo,38.521280773410275,36.74167197511897,40.223971971371824,1588.0,58.01052631578948,212.76315789473685,265038.0,1564.0,17385.11,2623.0,1880.0,266870.0,4.0,65.73475062764642,15.111625135833924,19.14773073031813,264.0
1994,Ostrobothnia,38.634713241669765,36.75339650687477,40.48142821751517,2370.0,61.54615384615385,166.94615384615386,73668.0,1498.0,6545.85,4434.0,2314.0,161460.0,4.0,64.05733060820017,16.311249845162887,19.63042735042735,86290.0
1994,Pirkanmaa,39.09396641056894,37.03514701652994,41.02896460738529,3522.0,56.15217391304348,181.4086956521739,433098.0,3467.0,13007.39,6247.0,4331.0,438114.0,12.0,66.59404127692791,15.385743664890876,18.05782079550071,1537.0
1994,Päijät-Häme,38.94057214642214,36.97290210553376,40.81507680517628,1962.0,55.17999999999999,177.64000000000001,203791.0,1839.0,5720.72,3187.0,2305.0,206171.0,10.0,67.09719262165872,14.695880603964673,18.24943372249249,531.0
1994,Satakunta,39.345870481777126,37.482307480793914,41.14019822687353,1265.0,55.10625,178.74375,238096.0,1101.0,7790.22,2589.0,1602.0,240028.0,1.0,66.3765698168547,15.59377530954722,18.03783933541087,830.0
1994,South Karelia,40.09332002842847,38.058220205747425,41.99327695499544,1086.0,55.644444444444446,185.97777777777776,138006.0,1106.0,5388.83,1785.0,1404.0,139297.0,0.0,66.50215582532287,16.249100124195063,17.288897822637956,185.0
1994,South Ostrobothnia,38.514715633643995,36.59846660948177,40.345059128540726,814.0,61.61666666666666,197.6888888888889,206399.0,588.0,13811.81,2272.0,1019.0,207514.0,4.0,63.43942143662596,16.368746686970518,20.191315284751873,523.0
1994,South Savo,40.03212593198149,38.10236644928115,41.894924119957466,1168.0,57.972727272727276,203.03636363636363,161418.0,1096.0,12421.72,1725.0,1378.0,162691.0,1.0,65.59421787314602,16.695083317454564,17.712730267808297,176.0
1994,Southwest Finland,39.25390901126437,37.26777738480778,41.075907009428974,5196.0,56.355555555555554,156.5148148148148,401373.0,4881.0,10624.3,8371.0,6305.0,432603.0,3.0,66.33149631417258,15.805065383272886,17.86774224866679,26346.0
1994,Uusimaa,36.81006783091288,35.04876718501712,38.415315239819435,31073.0,49.843999999999994,147.388,1114653.0,32142.0,7968.16,41892.0,36793.0,1264910.0,38.0,69.85802997841743,11.244581748899131,18.899949719742906,118077.0
1994,Åland,39.154471738611974,37.55676921853884,40.67598378249463,890.0,64.45625,127.81875,1188.0,286.0,1526.5,1653.0,1030.0,25158.0,1.0,64.78524922489865,16.47975594244376,18.731417441768027,23683.0
1995,Central Finland,38.32422837961644,36.67058642379262,39.94648122627782,2043.0,58.99545454545455,216.45909090909092,257552.0,1890.0,16346.17,3856.0,2326.0,259778.0,2.0,65.99287276058787,14.691710614447722,19.315221843266173,334.0
1995,Central Ostrobothnia,36.70356634406592,35.22438343950876,38.12685830972548,468.0,61.7625,198.9125,62090.0,359.0,5058.16,1162.0,511.0,69539.0,1.0,64.59387681732554,13.629997555328663,21.78840219157595,7089.0
1995,Kainuu,38.15609543847281,36.858287527125725,39.42863044029037,356.0,55.8375,238.8125,90392.0,334.0,20247.440000000002,802.0,467.0,90781.0,7.0,66.14078166136085,14.352151882001742,19.508459920027317,48.0
1995,Kanta-Häme,39.58852774089501,37.51403081176449,41.507136664302124,1508.0,56.06363636363637,168.72727272727272,162990.0,1432.0,5203.78,2302.0,1777.0,164937.0,2.0,64.94552708003661,16.54609881348636,18.45507011768129,513.0
1995,Kymenlaakso,40.22591565318671,38.31312224058073,42.055943552100544,1557.0,55.6,174.01666666666665,181273.0,1617.0,4518.42,2375.0,1946.0,184595.0,3.0,66.37674530729434,16.486711991115683,17.136542701589967,1702.0
1995,Lapland,37.24703069842263,36.13854109259176,38.33516143606853,1570.0,51.62857142857143,224.21904761904764,198374.0,1138.0,93056.61,4734.0,1844.0,201411.0,1595.0,66.75704057871715,12.905530978943553,20.334542800542174,304.0
1995,North Karelia,39.025086653211645,37.30602514040014,40.721424183924185,1380.0,57.92307692307692,220.35384615384615,180886.0,1304.0,18828.91,2044.0,1622.0,182336.0,3.0,65.06813410407159,15.801459942084945,19.128694278694276,143.0
1995,North Ostrobothnia,35.45137127067882,34.125654766314625,36.811470929610394,2224.0,61.730000000000004,213.65,362060.0,1919.0,36848.33,5838.0,2521.0,364443.0,31.0,65.12243423525764,12.026744099900396,22.845011154007622,433.0
1995,North Savo,38.803946558120664,37.05908834882918,40.482800366492924,1644.0,58.73684210526316,217.5157894736842,264415.0,1616.0,17385.11,2658.0,1922.0,266308.0,4.0,65.57946700812593,15.422611412349612,18.985352674347,273.0
1995,Ostrobothnia,38.803669781545885,36.93800977783279,40.612531097221364,2599.0,61.55384615384616,165.65384615384616,73856.0,1681.0,6546.07,4576.0,2504.0,161590.0,4.0,64.08312519339067,16.410649173835015,19.493711244507704,86049.0
1995,Pirkanmaa,39.21832511219919,37.158612451047574,41.117155018673394,4106.0,56.87826086956522,180.85652173913041,435166.0,4019.0,13007.39,6837.0,4901.0,440734.0,13.0,66.42288477857393,15.527894149305476,18.048364319521525,1536.0
1995,Päijät-Häme,39.24758584863065,37.22353609453666,41.08655746141485,2161.0,55.879999999999995,178.31,203396.0,2025.0,5720.72,3408.0,2508.0,205973.0,7.0,66.8701878401538,14.962457700766604,18.12022595194516,545.0
1995,Satakunta,39.60943470355897,37.71247915404067,41.40780129986834,1373.0,55.78125,179.45625,237235.0,1201.0,7790.22,2673.0,1696.0,239255.0,1.0,66.10044471379908,15.881320766546155,17.979212973605566,818.0
1995,South Karelia,40.316530379728576,38.34391900661965,42.2414795425374,1257.0,56.22222222222222,185.36666666666667,137221.0,1267.0,5388.5199999999995,1939.0,1560.0,138678.0,2.0,66.27354230663839,16.544206723488944,17.181567371897494,188.0
1995,South Ostrobothnia,38.79634658671945,36.90273702798152,40.643356812977835,826.0,61.794444444444444,201.13333333333333,205018.0,588.0,13811.7,2224.0,1004.0,206136.0,4.0,63.41278524857377,16.64945133310048,19.92869076726045,526.0
1995,South Savo,40.31679225836713,38.435874173779425,42.11492782334462,1317.0,58.790909090909096,206.86363636363637,160649.0,1205.0,12422.029999999999,1856.0,1516.0,162033.0,1.0,65.28503206137022,17.07317953750162,17.607497238216904,178.0
1995,Southwest Finland,39.33419386420726,37.384836791774205,41.165109544745235,5908.0,56.629629629629626,155.45185185185184,403134.0,5573.0,10624.3,9006.0,7000.0,435119.0,2.0,66.2465525522903,15.925858443322403,17.817412018321427,26410.0
1995,Uusimaa,36.90895849273816,35.135493049364605,38.47910589784208,34701.0,50.536,146.012,1128515.0,35703.0,7968.16,45325.0,40500.0,1282113.0,42.0,69.69124297156334,11.319013768677175,18.972686338879644,117853.0
1995,Åland,39.32720419014364,37.849817474803594,40.74964288548528,915.0,63.74375,129.15,1184.0,284.0,1526.5,1677.0,1061.0,25202.0,2.0,64.9604237758908,16.278537417665262,18.752063328307276,23732.0
1996,Central Finland,38.5447796499703,36.88134414476584,40.15314355818813,2245.0,59.35454545454545,213.97727272727272,258424.0,2061.0,16346.17,4019.0,2512.0,260835.0,3.0,65.96421109130293,14.937722314873389,19.143954223934674,347.0
1996,Central Ostrobothnia,37.025895424270004,35.59510352101484,38.448979238004426,477.0,61.4875,197.8,61844.0,373.0,5058.16,1178.0,514.0,69213.0,1.0,64.66605695461836,13.921193995347695,21.424294568939363,6995.0
1996,Kainuu,38.52777586494141,37.22517687565947,39.859577941911475,404.0,56.6875,246.0625,89606.0,373.0,20247.440000000002,834.0,513.0,90035.0,6.0,65.8674604320542,14.856461376131504,19.269177542066977,50.0
1996,Kanta-Häme,39.81839385779783,37.77756834776702,41.71919741406496,1587.0,56.472727272727276,166.0090909090909,162885.0,1502.0,5203.78,2356.0,1847.0,164892.0,2.0,64.83126349368071,16.74415314266308,18.40867840768503,503.0
1996,Kymenlaakso,40.46335471306013,38.54547571252156,42.28268187728146,1646.0,56.28333333333333,172.4,180438.0,1707.0,4518.42,2453.0,2028.0,183819.0,3.0,66.11528514462597,16.784754024339165,17.099960831034878,1671.0
